Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,animal,location,object,eventno
108,1602319634064,10/10/2020 08:47:14,1602319633793,-7,10/10/2020 01:47:13,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,59,32,3,iti,fixation,timelimit_screen,507.98300000000745,,,,,0,1,0,,,1,,1,encoding_trial,ostrich,flower,basement,50
109,1602319637887,10/10/2020 08:47:17,1602319637776,-7,10/10/2020 01:47:17,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,37,2,1,attention,Zone3,response_keyboard_single,3969.6499998681247,,,1,1,1,0,0,,,,,,attention_check,,,,
110,1602319638394,10/10/2020 08:47:18,1602319638276,-7,10/10/2020 01:47:18,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,37,2,2,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,,attention_check,,,,
111,1602319639051,10/10/2020 08:47:19,1602319638826,-7,10/10/2020 01:47:18,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,38,33,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,lion,umbrella,park,31
112,1602319645025,10/10/2020 08:47:25,1602319644810,-7,10/10/2020 01:47:24,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,38,33,2,stimuli,timelimit,timelimit_screen,5983.093999999808,,,,,0,1,0,,,1,,1,encoding_trial,lion,umbrella,park,31
113,1602319645557,10/10/2020 08:47:25,1602319645310,-7,10/10/2020 01:47:25,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,38,33,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,lion,umbrella,park,31
114,1602319646059,10/10/2020 08:47:26,1602319645854,-7,10/10/2020 01:47:25,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,51,34,1,fixation,fixation,fixation,545.4180000000633,,,,,0,1,0,,,,,1,encoding_trial,octopus,scissors,casino,43
115,1602319651951,10/10/2020 08:47:31,1602319651839,-7,10/10/2020 01:47:31,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,51,34,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,octopus,scissors,casino,43
116,1602319652530,10/10/2020 08:47:32,1602319652338,-7,10/10/2020 01:47:32,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,51,34,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,octopus,scissors,casino,43
117,1602319653014,10/10/2020 08:47:33,1602319652888,-7,10/10/2020 01:47:32,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,35,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,dog,toothbrush,cave,46
118,1602319659069,10/10/2020 08:47:39,1602319658870,-7,10/10/2020 01:47:38,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,35,2,stimuli,timelimit,timelimit_screen,5983.093999999808,,,,,0,1,0,,,1,,1,encoding_trial,dog,toothbrush,cave,46
119,1602319659476,10/10/2020 08:47:39,1602319659371,-7,10/10/2020 01:47:39,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,35,3,iti,fixation,timelimit_screen,499.9800000002142,,,,,0,1,0,,,1,,1,encoding_trial,dog,toothbrush,cave,46
120,1602319660195,10/10/2020 08:47:40,1602319659916,-7,10/10/2020 01:47:39,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,48,36,1,fixation,fixation,fixation,545.1599999999162,,,,,0,1,0,,,,,1,encoding_trial,elephant,shoe,cinema,40
121,1602319666128,10/10/2020 08:47:46,1602319665899,-7,10/10/2020 01:47:45,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,48,36,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,elephant,shoe,cinema,40
122,1602319666581,10/10/2020 08:47:46,1602319666399,-7,10/10/2020 01:47:46,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,48,36,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,elephant,shoe,cinema,40
123,1602319667869,10/10/2020 08:47:47,1602319666948,-7,10/10/2020 01:47:46,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,12,37,1,fixation,fixation,fixation,549.9779999998864,,,,,0,1,0,,,,,1,encoding_trial,zebra,ice cream,waterfall,8
124,1602319673152,10/10/2020 08:47:53,1602319672933,-7,10/10/2020 01:47:52,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,12,37,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,zebra,ice cream,waterfall,8
125,1602319673684,10/10/2020 08:47:53,1602319673433,-7,10/10/2020 01:47:53,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,12,37,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,zebra,ice cream,waterfall,8
126,1602319674231,10/10/2020 08:47:54,1602319673977,-7,10/10/2020 01:47:53,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,50,38,1,fixation,fixation,fixation,544.6189999999478,,,,,0,1,0,,,,,1,encoding_trial,rabbit,balloon,swimming pool,42
127,1602319680173,10/10/2020 08:48:00,1602319679960,-7,10/10/2020 01:47:59,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,50,38,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,rabbit,balloon,swimming pool,42
128,1602319680673,10/10/2020 08:48:00,1602319680460,-7,10/10/2020 01:48:00,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,50,38,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,rabbit,balloon,swimming pool,42
129,1602319687882,10/10/2020 08:48:07,1602319687635,-7,10/10/2020 01:48:07,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,44,2,1,Screen 1,advancementZone,continue_button,7160.249999957159,,,,,0,1,0,,,,,,break_screen,,,,
130,1602319688766,10/10/2020 08:48:08,1602319688117,-7,10/10/2020 01:48:08,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,44,2,2,iti,fixation,timelimit_screen,507.0470000000205,,,,,0,1,0,,,1,,,break_screen,,,,
131,1602319689000,10/10/2020 08:48:09,1602319688667,-7,10/10/2020 01:48:08,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,63,39,1,fixation,fixation,fixation,549.9779999998864,,,,,0,1,0,,,,,1,encoding_trial,beaver,hammer,pharmacy,54
132,1602319694795,10/10/2020 08:48:14,1602319694650,-7,10/10/2020 01:48:14,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,63,39,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,beaver,hammer,pharmacy,54
133,1602319695405,10/10/2020 08:48:15,1602319695151,-7,10/10/2020 01:48:15,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,63,39,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,beaver,hammer,pharmacy,54
134,1602319695936,10/10/2020 08:48:15,1602319695700,-7,10/10/2020 01:48:15,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,6,40,1,fixation,fixation,fixation,549.9779999998864,,,,,0,1,0,,,,,1,encoding_trial,snake,kite,classroom,2
135,1602319701896,10/10/2020 08:48:21,1602319701684,-7,10/10/2020 01:48:21,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,6,40,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,snake,kite,classroom,2
136,1602319702323,10/10/2020 08:48:22,1602319702184,-7,10/10/2020 01:48:22,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,6,40,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,snake,kite,classroom,2
137,1602319702885,10/10/2020 08:48:22,1602319702727,-7,10/10/2020 01:48:22,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,60,41,1,fixation,fixation,fixation,543.4780000001192,,,,,0,1,0,,,,,1,encoding_trial,whale,necklace,vineyard,51
138,1602319708836,10/10/2020 08:48:28,1602319708710,-7,10/10/2020 01:48:28,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,60,41,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,whale,necklace,vineyard,51
139,1602319709433,10/10/2020 08:48:29,1602319709210,-7,10/10/2020 01:48:29,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,60,41,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,whale,necklace,vineyard,51
140,1602319709948,10/10/2020 08:48:29,1602319709759,-7,10/10/2020 01:48:29,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,30,42,1,fixation,fixation,fixation,549.9779999998864,,,,,0,1,0,,,,,1,encoding_trial,ant,vase,bakery,24
141,1602319716424,10/10/2020 08:48:36,1602319715744,-7,10/10/2020 01:48:35,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,30,42,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,ant,vase,bakery,24
142,1602319717259,10/10/2020 08:48:37,1602319716243,-7,10/10/2020 01:48:36,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,30,42,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,ant,vase,bakery,24
143,1602319717478,10/10/2020 08:48:37,1602319716801,-7,10/10/2020 01:48:36,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,7,43,1,fixation,fixation,fixation,557.8919999999925,,,,,0,1,0,,,,,1,encoding_trial,sheep,skipping rope,church,3
144,1602319722963,10/10/2020 08:48:42,1602319722784,-7,10/10/2020 01:48:42,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,7,43,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,sheep,skipping rope,church,3
145,1602319723400,10/10/2020 08:48:43,1602319723284,-7,10/10/2020 01:48:43,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,7,43,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,sheep,skipping rope,church,3
146,1602319723995,10/10/2020 08:48:43,1602319723834,-7,10/10/2020 01:48:43,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,56,44,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,peacock,jigsaw,harbour,47
147,1602319729933,10/10/2020 08:48:49,1602319729818,-7,10/10/2020 01:48:49,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,56,44,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,peacock,jigsaw,harbour,47
148,1602319730547,10/10/2020 08:48:50,1602319730317,-7,10/10/2020 01:48:50,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,56,44,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,peacock,jigsaw,harbour,47
149,1602319731079,10/10/2020 08:48:51,1602319730866,-7,10/10/2020 01:48:50,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,40,45,1,fixation,fixation,fixation,549.7039999999106,,,,,0,1,0,,,,,1,encoding_trial,fox,keys,hospital,33
150,1602319737108,10/10/2020 08:48:57,1602319736850,-7,10/10/2020 01:48:56,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,40,45,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,fox,keys,hospital,33
151,1602319737483,10/10/2020 08:48:57,1602319737350,-7,10/10/2020 01:48:57,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,40,45,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,fox,keys,hospital,33
152,1602319738151,10/10/2020 08:48:58,1602319737899,-7,10/10/2020 01:48:57,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,46,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,reindeer,paintbrush,restaurant,29
153,1602319744972,10/10/2020 08:49:04,1602319743884,-7,10/10/2020 01:49:03,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,46,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,reindeer,paintbrush,restaurant,29
154,1602319745696,10/10/2020 08:49:05,1602319744384,-7,10/10/2020 01:49:04,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,46,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,reindeer,paintbrush,restaurant,29
155,1602319745696,10/10/2020 08:49:05,1602319744928,-7,10/10/2020 01:49:04,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,58,47,1,fixation,fixation,fixation,545.2299999999814,,,,,0,1,0,,,,,1,encoding_trial,lobster,screwdriver,factory,49
156,1602319751115,10/10/2020 08:49:11,1602319750912,-7,10/10/2020 01:49:10,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,58,47,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,lobster,screwdriver,factory,49
157,1602319751553,10/10/2020 08:49:11,1602319751412,-7,10/10/2020 01:49:11,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,58,47,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,lobster,screwdriver,factory,49
158,1602319753370,10/10/2020 08:49:13,1602319753139,-7,10/10/2020 01:49:13,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,54,3,1,attention,Zone3,response_keyboard_single,1712.5450000166893,,,1,1,1,0,0,,,,,,attention_check,,,,
159,1602319753824,10/10/2020 08:49:13,1602319753629,-7,10/10/2020 01:49:13,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,54,3,2,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,,attention_check,,,,
160,1602319754323,10/10/2020 08:49:14,1602319754178,-7,10/10/2020 01:49:14,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,33,48,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,platypus,sock,bowling alley,27
161,1602319760438,10/10/2020 08:49:20,1602319760157,-7,10/10/2020 01:49:20,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,33,48,2,stimuli,timelimit,timelimit_screen,5978.589999999851,,,,,0,1,0,,,1,,1,encoding_trial,platypus,sock,bowling alley,27
162,1602319760782,10/10/2020 08:49:20,1602319760657,-7,10/10/2020 01:49:20,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,33,48,3,iti,fixation,timelimit_screen,499.9799999999814,,,,,0,1,0,,,1,,1,encoding_trial,platypus,sock,bowling alley,27
163,1602319762188,10/10/2020 08:49:22,1602319761207,-7,10/10/2020 01:49:21,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,11,49,1,fixation,fixation,fixation,549.9780000001192,,,,,0,1,0,,,,,1,encoding_trial,kangaroo,book,treehouse,7
164,1602319768425,10/10/2020 08:49:28,1602319767191,-7,10/10/2020 01:49:27,20655,19,task-mr21,,7156481,BLIND,2080728,,complete,,5f816ab52a2eb421608a7fc6,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.75,1440x900,1440x798,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,11,49,2,stimuli,timelimit,timelimit_screen,5983.094000000041,,,,,0,1,0,,,1,,1,encoding_trial,kangaroo,book,treehouse,7
